Date,Team1,Team2,Venue,Toss_Winner,Toss_Decision,Winner,Umpire1,Umpire2
2016-10-25 16:57:06,Royal Challengers Bangalore,Delhi Capitals,Eden Gardens,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Umpire10,Umpire16
2012-01-28 18:43:08,Delhi Capitals,Gujarat Titans,M. Chinnaswamy Stadium,Delhi Capitals,bat,Gujarat Titans,Umpire9,Umpire1
2010-01-23 09:14:43,Rajasthan Royals,Lucknow Super Giants,M. Chinnaswamy Stadium,Rajasthan Royals,bat,Rajasthan Royals,Umpire4,Umpire10
2022-09-25 16:01:35,Sunrisers Hyderabad,Lucknow Super Giants,Wankhede Stadium,Sunrisers Hyderabad,field,Lucknow Super Giants,Umpire2,Umpire20
2020-08-07 21:59:31,Sunrisers Hyderabad,Delhi Capitals,Arun Jaitley Stadium,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Umpire5,Umpire1
2021-09-07 20:05:44,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,Kolkata Knight Riders,field,Delhi Capitals,Umpire18,Umpire6
2021-04-17 01:19:27,Chennai Super Kings,Mumbai Indians,M. Chinnaswamy Stadium,Mumbai Indians,field,Mumbai Indians,Umpire1,Umpire5
2017-11-19 00:27:16,Royal Challengers Bangalore,Chennai Super Kings,Eden Gardens,Royal Challengers Bangalore,field,Chennai Super Kings,Umpire9,Umpire12
2012-08-27 08:08:14,Kings XI Punjab,Rajasthan Royals,Wankhede Stadium,Kings XI Punjab,bat,Kings XI Punjab,Umpire1,Umpire15
2021-07-16 04:58:44,Gujarat Titans,Kings XI Punjab,Arun Jaitley Stadium,Gujarat Titans,bat,Kings XI Punjab,Umpire17,Umpire12
2020-04-23 07:14:09,Kings XI Punjab,Chennai Super Kings,M. Chinnaswamy Stadium,Kings XI Punjab,field,Kings XI Punjab,Umpire3,Umpire1
2022-10-17 19:05:22,Lucknow Super Giants,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,field,Lucknow Super Giants,Umpire17,Umpire14
2023-07-27 08:21:30,Gujarat Titans,Sunrisers Hyderabad,Eden Gardens,Gujarat Titans,field,Sunrisers Hyderabad,Umpire13,Umpire11
2017-06-11 23:16:20,Sunrisers Hyderabad,Lucknow Super Giants,M. Chinnaswamy Stadium,Sunrisers Hyderabad,field,Lucknow Super Giants,Umpire14,Umpire8
2022-06-17 09:08:57,Rajasthan Royals,Lucknow Super Giants,M. Chinnaswamy Stadium,Rajasthan Royals,field,Rajasthan Royals,Umpire19,Umpire8
2011-07-06 09:35:35,Lucknow Super Giants,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,bat,Lucknow Super Giants,Umpire5,Umpire13
2023-08-08 06:53:23,Chennai Super Kings,Gujarat Titans,M. Chinnaswamy Stadium,Chennai Super Kings,bat,Chennai Super Kings,Umpire6,Umpire2
2009-02-13 22:28:43,Lucknow Super Giants,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Rajasthan Royals,Umpire5,Umpire2
2008-10-17 10:39:45,Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders,Umpire12,Umpire13
2013-08-23 11:43:50,Chennai Super Kings,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Chennai Super Kings,bat,Sunrisers Hyderabad,Umpire1,Umpire8
2009-10-23 08:35:02,Mumbai Indians,Gujarat Titans,Wankhede Stadium,Gujarat Titans,bat,Mumbai Indians,Umpire14,Umpire12
2019-02-26 21:09:35,Sunrisers Hyderabad,Mumbai Indians,Eden Gardens,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Umpire8,Umpire16
2017-06-08 18:49:17,Delhi Capitals,Chennai Super Kings,Wankhede Stadium,Delhi Capitals,field,Delhi Capitals,Umpire14,Umpire4
2022-08-10 09:00:48,Lucknow Super Giants,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,Kolkata Knight Riders,Umpire20,Umpire4
2013-05-18 15:05:59,Sunrisers Hyderabad,Lucknow Super Giants,Eden Gardens,Lucknow Super Giants,field,Sunrisers Hyderabad,Umpire5,Umpire2
2021-01-19 02:16:58,Sunrisers Hyderabad,Gujarat Titans,Arun Jaitley Stadium,Gujarat Titans,bat,Gujarat Titans,Umpire4,Umpire16
2015-10-05 22:18:27,Kings XI Punjab,Rajasthan Royals,Wankhede Stadium,Kings XI Punjab,bat,Kings XI Punjab,Umpire16,Umpire19
2017-05-01 18:40:06,Delhi Capitals,Gujarat Titans,M. Chinnaswamy Stadium,Gujarat Titans,bat,Delhi Capitals,Umpire15,Umpire16
2007-11-02 10:58:29,Kolkata Knight Riders,Gujarat Titans,Wankhede Stadium,Gujarat Titans,bat,Kolkata Knight Riders,Umpire18,Umpire7
2013-08-21 16:48:20,Royal Challengers Bangalore,Sunrisers Hyderabad,Eden Gardens,Royal Challengers Bangalore,field,Sunrisers Hyderabad,Umpire8,Umpire14
2023-12-11 03:39:38,Rajasthan Royals,Mumbai Indians,M. Chinnaswamy Stadium,Mumbai Indians,bat,Mumbai Indians,Umpire2,Umpire2
2012-10-16 09:50:31,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Sunrisers Hyderabad,field,Kolkata Knight Riders,Umpire16,Umpire3
2017-10-16 06:39:37,Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,Delhi Capitals,bat,Delhi Capitals,Umpire15,Umpire11
2018-03-17 08:01:09,Lucknow Super Giants,Kolkata Knight Riders,M. Chinnaswamy Stadium,Lucknow Super Giants,bat,Lucknow Super Giants,Umpire6,Umpire6
2023-05-23 12:06:20,Kings XI Punjab,Gujarat Titans,M. Chinnaswamy Stadium,Kings XI Punjab,field,Gujarat Titans,Umpire4,Umpire19
2012-09-30 07:28:00,Kolkata Knight Riders,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,field,Rajasthan Royals,Umpire7,Umpire11
2010-05-18 11:21:39,Sunrisers Hyderabad,Lucknow Super Giants,M. Chinnaswamy Stadium,Lucknow Super Giants,bat,Lucknow Super Giants,Umpire5,Umpire10
2023-04-25 23:19:02,Mumbai Indians,Kings XI Punjab,Eden Gardens,Kings XI Punjab,field,Mumbai Indians,Umpire8,Umpire11
2018-08-28 10:52:14,Royal Challengers Bangalore,Kings XI Punjab,Arun Jaitley Stadium,Kings XI Punjab,bat,Royal Challengers Bangalore,Umpire7,Umpire17
2020-04-13 10:18:48,Delhi Capitals,Kings XI Punjab,M. Chinnaswamy Stadium,Kings XI Punjab,bat,Kings XI Punjab,Umpire6,Umpire8
2021-06-30 01:39:52,Royal Challengers Bangalore,Kings XI Punjab,Arun Jaitley Stadium,Kings XI Punjab,field,Royal Challengers Bangalore,Umpire2,Umpire7
2018-12-20 22:42:57,Lucknow Super Giants,Gujarat Titans,Eden Gardens,Lucknow Super Giants,bat,Lucknow Super Giants,Umpire16,Umpire15
2009-10-11 07:59:16,Gujarat Titans,Kings XI Punjab,Eden Gardens,Gujarat Titans,field,Kings XI Punjab,Umpire1,Umpire2
2019-06-08 06:46:48,Sunrisers Hyderabad,Gujarat Titans,M. Chinnaswamy Stadium,Sunrisers Hyderabad,bat,Gujarat Titans,Umpire16,Umpire12
2010-09-28 18:48:55,Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,Kolkata Knight Riders,field,Delhi Capitals,Umpire9,Umpire13
2022-10-27 15:02:59,Sunrisers Hyderabad,Kings XI Punjab,Arun Jaitley Stadium,Kings XI Punjab,field,Sunrisers Hyderabad,Umpire10,Umpire17
2017-07-25 13:39:26,Kolkata Knight Riders,Chennai Super Kings,Wankhede Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders,Umpire5,Umpire8
2007-08-08 05:08:14,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,Umpire8,Umpire4
2012-05-10 03:11:00,Gujarat Titans,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,bat,Gujarat Titans,Umpire19,Umpire14
2018-09-22 05:54:34,Royal Challengers Bangalore,Kolkata Knight Riders,Wankhede Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Umpire4,Umpire10
2010-03-07 20:43:28,Kings XI Punjab,Kolkata Knight Riders,Wankhede Stadium,Kings XI Punjab,bat,Kolkata Knight Riders,Umpire19,Umpire14
2010-02-21 13:52:23,Sunrisers Hyderabad,Lucknow Super Giants,Wankhede Stadium,Sunrisers Hyderabad,field,Lucknow Super Giants,Umpire8,Umpire6
2023-02-01 15:47:56,Royal Challengers Bangalore,Kings XI Punjab,Wankhede Stadium,Kings XI Punjab,bat,Kings XI Punjab,Umpire12,Umpire13
2021-09-23 13:06:45,Mumbai Indians,Lucknow Super Giants,Arun Jaitley Stadium,Lucknow Super Giants,bat,Lucknow Super Giants,Umpire10,Umpire14
2020-09-10 23:23:45,Royal Challengers Bangalore,Rajasthan Royals,M. Chinnaswamy Stadium,Royal Challengers Bangalore,field,Rajasthan Royals,Umpire7,Umpire8
2013-10-08 10:25:52,Royal Challengers Bangalore,Lucknow Super Giants,Wankhede Stadium,Lucknow Super Giants,bat,Royal Challengers Bangalore,Umpire6,Umpire18
2020-05-07 13:47:26,Sunrisers Hyderabad,Mumbai Indians,M. Chinnaswamy Stadium,Mumbai Indians,bat,Sunrisers Hyderabad,Umpire16,Umpire17
2017-03-08 16:37:17,Kings XI Punjab,Chennai Super Kings,M. Chinnaswamy Stadium,Kings XI Punjab,field,Kings XI Punjab,Umpire15,Umpire11
2007-08-04 12:12:01,Gujarat Titans,Lucknow Super Giants,M. Chinnaswamy Stadium,Gujarat Titans,field,Gujarat Titans,Umpire4,Umpire18
2018-06-22 09:02:32,Royal Challengers Bangalore,Mumbai Indians,M. Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Umpire6,Umpire11
2023-02-26 15:26:14,Kolkata Knight Riders,Mumbai Indians,M. Chinnaswamy Stadium,Kolkata Knight Riders,bat,Mumbai Indians,Umpire7,Umpire1
2016-12-30 12:35:41,Delhi Capitals,Rajasthan Royals,Eden Gardens,Rajasthan Royals,bat,Delhi Capitals,Umpire17,Umpire5
2013-12-22 10:34:25,Delhi Capitals,Gujarat Titans,M. Chinnaswamy Stadium,Delhi Capitals,bat,Delhi Capitals,Umpire7,Umpire13
2015-03-30 10:25:34,Royal Challengers Bangalore,Sunrisers Hyderabad,Arun Jaitley Stadium,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,Umpire1,Umpire2
2013-07-13 23:29:40,Lucknow Super Giants,Kings XI Punjab,M. Chinnaswamy Stadium,Kings XI Punjab,field,Lucknow Super Giants,Umpire11,Umpire2
2009-02-02 20:38:26,Kolkata Knight Riders,Chennai Super Kings,Arun Jaitley Stadium,Chennai Super Kings,field,Chennai Super Kings,Umpire7,Umpire9
2021-01-19 17:40:24,Royal Challengers Bangalore,Rajasthan Royals,Eden Gardens,Royal Challengers Bangalore,bat,Rajasthan Royals,Umpire20,Umpire5
2023-06-23 04:29:23,Kolkata Knight Riders,Rajasthan Royals,M. Chinnaswamy Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,Umpire9,Umpire17
2019-04-26 12:12:56,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,Delhi Capitals,field,Delhi Capitals,Umpire12,Umpire14
2011-12-17 05:15:43,Kings XI Punjab,Kolkata Knight Riders,M. Chinnaswamy Stadium,Kings XI Punjab,field,Kings XI Punjab,Umpire15,Umpire14
2013-04-21 23:46:55,Chennai Super Kings,Sunrisers Hyderabad,Arun Jaitley Stadium,Chennai Super Kings,bat,Chennai Super Kings,Umpire9,Umpire14
2023-09-18 11:58:11,Rajasthan Royals,Mumbai Indians,M. Chinnaswamy Stadium,Mumbai Indians,bat,Mumbai Indians,Umpire6,Umpire13
2009-11-24 08:11:15,Gujarat Titans,Sunrisers Hyderabad,Wankhede Stadium,Gujarat Titans,field,Sunrisers Hyderabad,Umpire12,Umpire9
2019-03-01 10:35:57,Rajasthan Royals,Mumbai Indians,Arun Jaitley Stadium,Mumbai Indians,field,Mumbai Indians,Umpire6,Umpire20
2022-06-09 01:14:32,Rajasthan Royals,Delhi Capitals,Eden Gardens,Rajasthan Royals,bat,Rajasthan Royals,Umpire18,Umpire8
2021-09-20 23:59:21,Chennai Super Kings,Kings XI Punjab,Eden Gardens,Kings XI Punjab,bat,Chennai Super Kings,Umpire18,Umpire10
2012-03-06 11:56:13,Chennai Super Kings,Rajasthan Royals,Eden Gardens,Chennai Super Kings,field,Rajasthan Royals,Umpire15,Umpire17
2012-07-05 04:13:54,Mumbai Indians,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Umpire16,Umpire7
2015-06-18 19:03:25,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,Kolkata Knight Riders,Umpire4,Umpire16
2018-12-24 03:15:23,Rajasthan Royals,Mumbai Indians,Arun Jaitley Stadium,Rajasthan Royals,bat,Rajasthan Royals,Umpire13,Umpire2
2023-03-31 00:53:48,Chennai Super Kings,Lucknow Super Giants,M. Chinnaswamy Stadium,Lucknow Super Giants,field,Lucknow Super Giants,Umpire5,Umpire18
2009-11-11 22:35:23,Sunrisers Hyderabad,Kolkata Knight Riders,Arun Jaitley Stadium,Kolkata Knight Riders,field,Sunrisers Hyderabad,Umpire6,Umpire9
2011-05-08 22:23:03,Lucknow Super Giants,Delhi Capitals,Wankhede Stadium,Lucknow Super Giants,bat,Lucknow Super Giants,Umpire6,Umpire4
2010-07-19 09:31:23,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,Umpire6,Umpire6
2012-07-30 11:11:24,Delhi Capitals,Gujarat Titans,Eden Gardens,Gujarat Titans,bat,Gujarat Titans,Umpire5,Umpire19
2008-07-15 07:21:14,Mumbai Indians,Kolkata Knight Riders,M. Chinnaswamy Stadium,Mumbai Indians,bat,Mumbai Indians,Umpire7,Umpire9
2019-07-01 00:02:56,Kings XI Punjab,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,field,Kings XI Punjab,Umpire16,Umpire6
2018-02-25 04:57:01,Lucknow Super Giants,Mumbai Indians,M. Chinnaswamy Stadium,Mumbai Indians,bat,Lucknow Super Giants,Umpire17,Umpire3
2016-05-21 22:16:57,Delhi Capitals,Lucknow Super Giants,Wankhede Stadium,Lucknow Super Giants,bat,Delhi Capitals,Umpire10,Umpire12
2012-11-01 08:31:26,Royal Challengers Bangalore,Sunrisers Hyderabad,Wankhede Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Umpire20,Umpire15
2007-09-05 15:59:26,Delhi Capitals,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Delhi Capitals,field,Sunrisers Hyderabad,Umpire2,Umpire1
2019-09-08 21:44:38,Mumbai Indians,Kings XI Punjab,M. Chinnaswamy Stadium,Kings XI Punjab,bat,Mumbai Indians,Umpire11,Umpire6
2017-08-05 19:59:16,Rajasthan Royals,Kings XI Punjab,M. Chinnaswamy Stadium,Kings XI Punjab,bat,Kings XI Punjab,Umpire3,Umpire20
2011-06-26 16:11:50,Kolkata Knight Riders,Gujarat Titans,Arun Jaitley Stadium,Kolkata Knight Riders,field,Gujarat Titans,Umpire12,Umpire19
2007-11-25 21:17:48,Rajasthan Royals,Chennai Super Kings,M. Chinnaswamy Stadium,Rajasthan Royals,bat,Chennai Super Kings,Umpire3,Umpire5
2009-12-27 05:00:00,Sunrisers Hyderabad,Gujarat Titans,Arun Jaitley Stadium,Gujarat Titans,field,Gujarat Titans,Umpire4,Umpire18
2013-08-10 17:34:42,Rajasthan Royals,Kings XI Punjab,M. Chinnaswamy Stadium,Kings XI Punjab,bat,Rajasthan Royals,Umpire2,Umpire4
2023-09-15 21:10:42,Rajasthan Royals,Mumbai Indians,M. Chinnaswamy Stadium,Mumbai Indians,bat,Mumbai Indians,Umpire6,Umpire6
2008-06-29 18:50:38,Sunrisers Hyderabad,Royal Challengers Bangalore,Arun Jaitley Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Umpire7,Umpire1
2019-11-13 15:57:41,Gujarat Titans,Kolkata Knight Riders,M. Chinnaswamy Stadium,Gujarat Titans,field,Gujarat Titans,Umpire18,Umpire16
2011-11-17 23:47:24,Mumbai Indians,Gujarat Titans,Wankhede Stadium,Gujarat Titans,field,Gujarat Titans,Umpire3,Umpire18
2013-06-04 08:27:41,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,Delhi Capitals,Umpire17,Umpire1
2007-12-15 09:56:36,Rajasthan Royals,Sunrisers Hyderabad,Eden Gardens,Rajasthan Royals,field,Sunrisers Hyderabad,Umpire6,Umpire8
2009-10-24 03:01:36,Kings XI Punjab,Gujarat Titans,M. Chinnaswamy Stadium,Gujarat Titans,field,Gujarat Titans,Umpire20,Umpire10
2022-01-14 13:26:10,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Mumbai Indians,bat,Mumbai Indians,Umpire4,Umpire2
2020-01-12 00:04:20,Royal Challengers Bangalore,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Royal Challengers Bangalore,field,Sunrisers Hyderabad,Umpire5,Umpire4
2012-01-03 13:36:15,Lucknow Super Giants,Chennai Super Kings,Eden Gardens,Lucknow Super Giants,field,Lucknow Super Giants,Umpire14,Umpire2
2015-01-15 09:08:38,Chennai Super Kings,Gujarat Titans,Arun Jaitley Stadium,Gujarat Titans,bat,Gujarat Titans,Umpire3,Umpire1
2019-11-10 21:35:36,Mumbai Indians,Lucknow Super Giants,M. Chinnaswamy Stadium,Mumbai Indians,bat,Mumbai Indians,Umpire2,Umpire3
2013-08-12 03:53:41,Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,Delhi Capitals,bat,Delhi Capitals,Umpire15,Umpire7
2008-04-27 20:44:51,Royal Challengers Bangalore,Rajasthan Royals,Eden Gardens,Royal Challengers Bangalore,field,Rajasthan Royals,Umpire8,Umpire11
2022-12-10 08:48:07,Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,Delhi Capitals,field,Delhi Capitals,Umpire14,Umpire4
2010-05-12 23:13:19,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,Umpire1,Umpire8
2012-03-04 08:47:53,Kings XI Punjab,Delhi Capitals,Wankhede Stadium,Delhi Capitals,bat,Kings XI Punjab,Umpire8,Umpire13
2012-10-24 04:43:57,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,Sunrisers Hyderabad,field,Mumbai Indians,Umpire13,Umpire10
2024-04-24 15:49:24,Kolkata Knight Riders,Chennai Super Kings,M. Chinnaswamy Stadium,Chennai Super Kings,bat,Chennai Super Kings,Umpire2,Umpire6
2023-05-17 22:50:30,Gujarat Titans,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Gujarat Titans,Umpire1,Umpire16
2017-09-13 19:55:46,Kolkata Knight Riders,Gujarat Titans,M. Chinnaswamy Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,Umpire6,Umpire7
2010-04-11 12:42:15,Gujarat Titans,Rajasthan Royals,M. Chinnaswamy Stadium,Gujarat Titans,bat,Rajasthan Royals,Umpire20,Umpire13
2013-12-13 04:18:37,Mumbai Indians,Lucknow Super Giants,Wankhede Stadium,Lucknow Super Giants,field,Mumbai Indians,Umpire14,Umpire2
2007-05-18 03:46:21,Kings XI Punjab,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Rajasthan Royals,Umpire15,Umpire9
2008-01-09 09:50:08,Royal Challengers Bangalore,Sunrisers Hyderabad,Eden Gardens,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,Umpire11,Umpire8
2022-03-20 20:37:02,Royal Challengers Bangalore,Mumbai Indians,Eden Gardens,Mumbai Indians,bat,Royal Challengers Bangalore,Umpire1,Umpire5
2011-01-23 01:37:28,Mumbai Indians,Lucknow Super Giants,M. Chinnaswamy Stadium,Mumbai Indians,field,Lucknow Super Giants,Umpire16,Umpire5
2018-11-06 05:30:27,Sunrisers Hyderabad,Delhi Capitals,Eden Gardens,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Umpire1,Umpire12
2019-01-09 22:20:15,Kolkata Knight Riders,Rajasthan Royals,Arun Jaitley Stadium,Rajasthan Royals,bat,Kolkata Knight Riders,Umpire8,Umpire12
2019-08-13 04:06:21,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Sunrisers Hyderabad,field,Kolkata Knight Riders,Umpire19,Umpire8
2016-02-23 17:12:24,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Kolkata Knight Riders,field,Chennai Super Kings,Umpire8,Umpire10
2023-12-25 10:42:52,Lucknow Super Giants,Kolkata Knight Riders,M. Chinnaswamy Stadium,Kolkata Knight Riders,bat,Lucknow Super Giants,Umpire10,Umpire3
2019-08-23 23:51:32,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings,Umpire20,Umpire20
2020-12-17 20:32:15,Mumbai Indians,Lucknow Super Giants,Arun Jaitley Stadium,Mumbai Indians,field,Mumbai Indians,Umpire16,Umpire12
2023-12-22 15:44:57,Lucknow Super Giants,Rajasthan Royals,M. Chinnaswamy Stadium,Lucknow Super Giants,field,Rajasthan Royals,Umpire10,Umpire7
2011-06-13 17:22:20,Kings XI Punjab,Rajasthan Royals,M. Chinnaswamy Stadium,Kings XI Punjab,bat,Rajasthan Royals,Umpire3,Umpire4
2017-05-16 20:56:29,Rajasthan Royals,Mumbai Indians,Arun Jaitley Stadium,Mumbai Indians,bat,Mumbai Indians,Umpire18,Umpire10
2009-11-25 05:21:33,Mumbai Indians,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,Mumbai Indians,Umpire18,Umpire11
2017-09-04 12:34:00,Chennai Super Kings,Royal Challengers Bangalore,Eden Gardens,Chennai Super Kings,field,Royal Challengers Bangalore,Umpire14,Umpire12
2013-02-16 14:22:11,Gujarat Titans,Kolkata Knight Riders,Arun Jaitley Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,Umpire5,Umpire1
2010-03-01 15:35:13,Mumbai Indians,Lucknow Super Giants,Eden Gardens,Lucknow Super Giants,bat,Lucknow Super Giants,Umpire3,Umpire19
2010-03-13 17:46:22,Chennai Super Kings,Lucknow Super Giants,Eden Gardens,Chennai Super Kings,field,Chennai Super Kings,Umpire7,Umpire17
2014-07-10 01:03:34,Rajasthan Royals,Gujarat Titans,Eden Gardens,Gujarat Titans,field,Rajasthan Royals,Umpire19,Umpire14
2020-08-22 09:49:16,Kolkata Knight Riders,Kings XI Punjab,Wankhede Stadium,Kings XI Punjab,field,Kolkata Knight Riders,Umpire3,Umpire10
2022-07-17 18:03:02,Chennai Super Kings,Delhi Capitals,Eden Gardens,Chennai Super Kings,bat,Chennai Super Kings,Umpire5,Umpire2
2021-07-05 08:38:51,Kings XI Punjab,Delhi Capitals,Wankhede Stadium,Kings XI Punjab,field,Kings XI Punjab,Umpire3,Umpire20
2014-05-12 10:55:30,Lucknow Super Giants,Mumbai Indians,Eden Gardens,Mumbai Indians,field,Lucknow Super Giants,Umpire9,Umpire17
2019-06-20 21:36:05,Rajasthan Royals,Sunrisers Hyderabad,Wankhede Stadium,Sunrisers Hyderabad,field,Rajasthan Royals,Umpire2,Umpire5
2020-07-18 08:08:14,Kings XI Punjab,Chennai Super Kings,M. Chinnaswamy Stadium,Kings XI Punjab,field,Chennai Super Kings,Umpire6,Umpire6
